r y0 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 y14 y15 y16 y17 y18 y19
3.939393939393939226e-01 8.562539758420180114e-01 3.373121723014010365e-01 7.233734231172236351e-01 4.400166118841793983e-01 6.008036203513319462e-01 4.959194444645093069e-01 4.880111984769867073e-01 5.256022550187617881e-01 3.844834815793514715e-01 5.378493461971304290e-01 2.897278446293041210e-01 5.375825374043200489e-01 2.032710878286672074e-01 5.279707864356267821e-01 1.246588271992029040e-01 5.112337562459448037e-01 5.345490105422235488e-02 4.890151381921011842e-01 -1.075920800130595982e-02 4.625801703380820196e-01
4.242424242424242542e-01 8.352855516845781869e-01 3.543635673813362308e-01 6.849494927955265267e-01 4.560472462209214650e-01 5.481422987100807998e-01 5.066210612809719516e-01 4.240523203613584258e-01 5.286972013594183339e-01 3.119044291639060940e-01 5.320578380669528373e-01 2.109587024105122888e-01 5.222373880004387292e-01 1.205091481030910738e-01 5.028213395477068026e-01 3.988246820372162021e-02 4.763283598675054353e-01 -3.156314068526153843e-02 4.446232100046985658e-01 -9.443915018087573054e-02 4.091369180810884854e-01
4.545454545454545858e-01 8.133355123498386963e-01 3.696979601590176245e-01 6.452909850048307305e-01 4.688203124990311665e-01 4.946064294929847227e-01 5.125907073206971143e-01 3.600862554676642069e-01 5.257543596171178057e-01 2.405966282819554103e-01 5.191572146642711161e-01 1.350629171002502849e-01 4.989868039437310165e-01 4.246723088477075830e-02 4.692679692221547461e-01 -3.815396033666689640e-02 4.328284171988525664e-01 -1.077121214483823808e-01 3.917545267874614212e-01 -1.670688679313311054e-01 3.476365151912710894e-01
4.848484848484848619e-01 7.905091454049019140e-01 3.832771614084373168e-01 6.046777944189928311e-01 4.783254042047920818e-01 4.406888795452936214e-01 5.139119507934670761e-01 2.968308416639001690e-01 5.170197966140820389e-01 1.714927091513952784e-01 4.996214715582748545e-01 6.315936869827701305e-02 4.685915917883994308e-01 -2.959297858577359872e-02 4.284084381137777120e-01 -1.081011820012306862e-01 3.822087134749997395e-01 -1.736193330622625985e-01 3.322901406437970273e-01 -2.273227901360077574e-01 2.803843959468149682e-01
5.151515151515151381e-01 7.669136361005036706e-01 3.950767216275321569e-01 5.633892643529870847e-01 4.845856191826524717e-01 3.868706517583778703e-01 5.107266792258204902e-01 2.349688591078637478e-01 5.028245604914461930e-01 1.054534420115818827e-01 4.740346143672642398e-01 -3.755961406737347297e-03 4.319425036666599826e-01 -9.459767073734701159e-02 3.814820367176910976e-01 -1.688756455403261914e-01 3.260858468127919019e-01 -2.282668232678235765e-01 2.682393514186298678e-01 -2.743281260366792207e-01 2.097847108226718882e-01
5.454545454545454142e-01 7.426572389044385769e-01 4.050857666751482844e-01 5.217013661725395934e-01 4.876562964553610713e-01 3.336149621115015451e-01 5.032311650040955930e-01 1.751382447043798307e-01 4.835759486980524269e-01 4.325389505945632929e-02 4.430746028448914742e-01 -6.482737014762365857e-02 3.900341081904181717e-01 -1.516805108156248361e-01 3.298305927761702172e-01 -2.196791905506972620e-01 2.661637288274365520e-01 -2.710081480670002430e-01 2.016673613402490406e-01 -3.076749410379547300e-01 1.382482615033422124e-01
5.757575757575758013e-01 7.178484633476667209e-01 4.133066910183536002e-01 4.798840048825540050e-01 4.876233411007550034e-01 2.813617730041748644e-01 4.916713244950474682e-01 1.179234439299120807e-01 4.597475154260886043e-01 -1.442811354123462765e-02 4.074956326666533402e-01 -1.193527848646378231e-01 3.439368005461023170e-01 -2.001958335361705699e-01 2.748578047636599520e-01 -2.600092644837289635e-01 2.041781767907308864e-01 -3.015719871231473115e-01 1.346235790979027624e-01 -3.274088356368861641e-01 6.810364014472303218e-02
6.060606060606060774e-01 6.925952825756671594e-01 4.197547167125255663e-01 4.381984845680758633e-01 4.846011762853470461e-01 2.305228615848356477e-01 4.763372860901566863e-01 6.384803713077032150e-02 4.318680805634390607e-01 -6.702107819148396539e-02 3.681092588158534906e-01 -1.667928752653399238e-01 2.947678131401432755e-01 -2.397252727188155519e-01 2.179882471589257298e-01 -2.896597048155600818e-01 1.418425636480014629e-01 -3.200529892447677716e-01 6.907328194411763156e-02 -3.340071876173167920e-01 1.515125422651289813e-03
6.363636363636363535e-01 6.670043724531670160e-01 4.244573279247426667e-01 3.968951637737853644e-01 4.787303669064643663e-01 1.814774890832040743e-01 4.575573932397962174e-01 1.336874461984960578e-02 4.005100177050018861e-01 -1.140662610135601135e-01 3.257648792857770759e-01 -2.067758410745615671e-01 2.436620893739682991e-01 -2.700778792622370306e-01 1.606273596088495514e-01 -3.087124290147783556e-01 8.079638374277320345e-02 -3.268906879183721692e-01 6.835112167438785018e-03 -3.283405601963136355e-01 -5.958953532873830644e-02
6.666666666666667407e-01 6.411803884299545064e-01 4.274535922866363746e-01 3.562113269055302012e-01 4.701749636086692830e-01 1.345687234976446489e-01 4.356917760482094670e-01 -3.312911929244864023e-02 3.662771065135603243e-01 -1.552214881303020655e-01 2.813300969694297327e-01 -2.390979175890025621e-01 1.917438562860008799e-01 -2.912839852794747442e-01 1.041236508293561652e-01 -3.175206791551510310e-01 2.255841501669437338e-02 -3.228377485655261059e-01 -5.047344426195023853e-02 -3.116214276184261500e-01 -1.135788788322306814e-01
6.969696969696970168e-01 6.152252866525784736e-01 4.287933816063426162e-01 3.163692934117942057e-01 4.591196191588939324e-01 9.010045371755491528e-02 4.111256292128815937e-01 -7.533470785901057176e-02 3.297922347913196384e-01 -1.902623048317431120e-01 2.356714616648331595e-01 -2.637197617935854166e-01 1.400996787956274026e-01 -3.035832602889058096e-01 4.973422585039907751e-02 -3.166847366729532154e-01 -3.151407753289713759e-02 -3.089191637592249573e-01 -1.014808558862667631e-01 -2.853428033007993081e-01 -1.591630808222709026e-01
7.272727272727272929e-01 5.892376950158820792e-01 4.285365054660960626e-01 2.775747819496303670e-01 4.457665312577613892e-01 4.833511861990806568e-02 3.842623350250772840e-01 -1.130132177918465458e-01 2.916852282885724068e-01 -2.190805735331455839e-01 1.896360641259890734e-01 -2.807589924962321515e-01 8.975370190460242592e-02 -3.074075709437645854e-01 -1.405411875584435108e-03 -3.070212467554619962e-01 -8.025893535839349890e-02 -2.863842876853774921e-01 -1.450953439079775975e-01 -2.512096588592008795e-01 -1.954236888252282311e-01
7.575757575757575690e-01 5.633123390047616308e-01 4.267517719733042725e-01 2.400155420552887164e-01 4.303322668286226893e-01 9.492160208396415930e-03 3.555165679008033819e-01 -1.460060111392556259e-01 2.525810720186330571e-01 -2.416806596311620592e-01 1.440344115056359231e-01 -2.904792558774922373e-01 4.164569098315093476e-02 -3.033593938692025760e-01 -4.830651664022451997e-02 -2.895274642443284585e-01 -1.227346516233379647e-01 -2.566537883165138645e-01 -1.805269019720979751e-01 -2.110661868084079407e-01 -2.218272421558797614e-01
7.878787878787878451e-01 5.375395262959041798e-01 4.235159904149548016e-01 2.038602611204852477e-01 4.130445226837041739e-01 -2.625280421169073203e-02 3.253075116620581242e-01 -1.742293455788092582e-01 2.130887663374715912e-01 -2.581734050450859574e-01 9.962496019220529186e-02 -2.932762702837678481e-01 -3.387631699113402908e-03 -2.921866379777984801e-01 -9.014665220657573641e-02 -2.653418492121949468e-01 -1.582373588057758851e-01 -2.212636909445596101e-01 -2.072972688058127011e-01 -1.668219839854574726e-01 -2.382230119891882714e-01
8.181818181818182323e-01 5.120046931872431761e-01 4.189129307895625987e-01 1.692577498139646308e-01 3.941388762658919465e-01 -5.876810920710082153e-02 2.940523127877636145e-01 -1.976718035247941319e-01 1.737910351101734641e-01 -2.687681360698651045e-01 5.710062004650223733e-02 -2.896613690122705753e-01 -4.462757923204088012e-02 -2.747548057067077942e-01 -1.262832915036879167e-01 -2.357024984787479960e-01 -1.863090896726075918e-01 -1.818086900088509150e-01 -2.252380824564899908e-01 -1.203801220661717269e-01 -2.448257736081581870e-01
8.484848484848485084e-01 4.867880150149040963e-01 4.130322551641610884e-01 1.363364045725855844e-01 3.738555779748749530e-01 -8.796549852961456362e-02 2.621598824150250806e-01 -2.163905349879476636e-01 1.352350728781510636e-01 -2.737629901483754069e-01 1.707747569561638562e-02 -2.802431059247750822e-01 -8.148457584607859960e-02 -2.520174608922488013e-01 -1.562613342084480661e-01 -2.019048996982240329e-01 -2.067374736168858251e-01 -1.398868217200955055e-01 -2.344779089372336922e-01 -7.356983737421084191e-02 -2.421851277564396887e-01
8.787878787878787845e-01 4.619640818184067577e-01 4.059684355373877618e-01 1.052039414976720794e-01 3.524364334972759916e-01 -1.137989545578018818e-01 2.300251473577391848e-01 -2.305064497600396722e-01 9.792448410528609148e-02 -2.735338745941805483e-01 -1.991410174858226217e-02 -2.657075153735766748e-01 -1.135052024010173577e-01 -2.249859747575119751e-01 -1.798146237548566007e-01 -1.652604400393650197e-01 -2.195473387540315957e-01 -9.704742566499205414e-02 -2.354192498132352263e-01 -2.808623127525686561e-02 -2.311433933370400651e-01
9.090909090909091717e-01 4.376016396389106333e-01 3.978196723990097272e-01 7.594739200344724495e-02 3.301218206782692843e-01 -1.362629516504196836e-01 1.980238362225855975e-01 -2.401985108768489308e-01 6.231253141594966793e-02 -2.685223887931897369e-01 -5.343585298375632536e-02 -2.467976252100326229e-01 -1.403752263850433502e-01 -1.946994923053311788e-01 -1.968617433740759148e-01 -1.270569967689127444e-01 -2.249849645274270005e-01 -5.474409036784068372e-02 -2.287069770697628956e-01 1.456105419875399799e-02 -2.127844805299587971e-01
9.393939393939394478e-01 4.137633969953699586e-01 3.886868274804990975e-01 4.863334693793142788e-02 3.071478809166159896e-01 -1.553901934293333564e-01 1.665078712687811102e-01 -2.456972932255724607e-01 2.879677235803430185e-02 -2.592230499391946497e-01 -8.314551222002855568e-02 -2.242928103162326603e-01 -1.619187527432052742e-01 -1.621960020118361490e-01 -2.074965485216651029e-01 -8.852278892062517834e-02 -2.234959604128329558e-01 -1.429398915627442569e-02 -2.151899078286747258e-01 5.308870925472439911e-02 -1.883764095940172745e-01
9.696969696969697239e-01 3.905058952913660897e-01 3.786723833128398664e-01 2.330843268497589937e-02 2.837439199653095656e-01 -1.712489005784649798e-01 1.358014204162530103e-01 -2.472779785262537999e-01 -2.284873274364531293e-03 -2.461701611811073775e-01 -1.087982155837148440e-01 -1.989885454960913236e-01 -1.780937424755917597e-01 -1.284853058277551363e-01 -2.119740448825207513e-01 -5.079448578833091477e-02 -2.156979265147586922e-01 2.315531616389342878e-02 -1.958774087297835975e-01 8.646922605634900505e-02 -1.593102610994769630e-01
1.000000000000000000e+00 3.678794411714423340e-01 3.678794411714423340e-01 0.000000000000000000e+00 2.601300475114444732e-01 -1.839397205857211670e-01 1.061976471948306577e-01 -2.452529607809615375e-01 -3.065662009762016790e-02 -2.299246507321514588e-01 -1.302455443474634933e-01 -1.716770725466731373e-01 -1.889842424684286537e-01 -9.452457863432887908e-02 -2.106923427675040927e-01 -1.489035833312983732e-02 -2.023491768390115464e-01 5.665087922206066273e-02 -1.718930070731543580e-01 1.139485482464454164e-01 -1.270383300091451340e-01
1.030303030303030276e+00 3.459280981787391518e-01 3.564107678205191143e-01 -2.128299593937146156e-02 2.365150791291980581e-01 -1.935923339507163166e-01 7.795617986918029763e-02 -2.399642348205298648e-01 -5.610590700127073005e-02 -2.110611918198752324e-01 -1.474323691547785031e-01 -1.431294391927627474e-01 -1.947897499246802888e-01 -6.119708156168501834e-02 -2.041715072612594051e-01 1.831096658822548365e-02 -1.843148738370499751e-01 8.545081664226369944e-02 -1.444269844421638138e-01 1.350520032183604446e-01 -9.301411728230671305e-02
1.060606060606060552e+00 3.246897344727390222e-01 3.443679001983595556e-01 -4.054894755582411081e-02 2.130947182855191802e-01 -2.003618327593230664e-01 5.130130487078435331e-02 -2.317757350681843853e-01 -7.848314139198088457e-02 -1.901558873603157451e-01 -1.603917112480851281e-01 -1.140792999164474408e-01 -1.958121962635109015e-01 -2.929445739586108988e-02 -1.930301775453094060e-01 4.808582219740142188e-02 -1.625319340355979858e-01 1.090321880316098557e-01 -1.146898438120927954e-01 1.495791025106325278e-01 -5.863654261264753670e-02
1.090909090909090828e+00 3.041961228523828997e-01 3.318503158389631280e-01 -5.782240351739503792e-02 1.900500301613685106e-01 -2.044249472539167445e-01 2.642087438528800333e-02 -2.210657824596309051e-01 -9.770018747921438429e-02 -1.677747711073321601e-01 -1.692378772883906812e-01 -8.520879336523563830e-02 -1.924410774451912332e-01 4.971057787896538240e-04 -1.779608484402332713e-01 7.387479119368539626e-02 -1.379740221561238100e-01 1.270906275723278356e-01 -8.386838192957261906e-02 1.575882210012632678e-01 -2.520041926805553778e-02
1.121212121212121327e+00 2.844730888994095319e-01 3.189546754326713085e-01 -7.314275931297957445e-02 1.675462132568257823e-01 -2.059761942091332398e-01 3.465903804555105477e-03 -2.082197850666536176e-01 -1.137277127046394803e-01 -1.444633400655678523e-01 -1.741581549756883174e-01 -5.713673088751601570e-02 -1.851372800948454245e-01 2.760669910322504153e-02 -1.597046937748237139e-01 9.528609048289000960e-02 -1.116178601680984928e-01 1.395323419310202928e-01 -5.308587674380089994e-02 1.593725180877944014e-01 6.145181076760781319e-03
1.151515151515151603e+00 2.655407027114922158e-01 3.057741425162637805e-01 -8.656285533753883821e-02 1.457316691906408446e-01 -2.052240176919873094e-01 -1.744917796775511884e-02 -1.936233228835266273e-01 -1.265915263887772979e-01 -1.207372925384730122e-01 -1.754033770149818761e-01 -3.040924871687362280e-02 -1.744161560140949918e-01 5.158449994486102169e-02 -1.390267673020068040e-01 1.120933725455949270e-01 -8.441194503573987151e-02 1.464593397034869848e-01 -2.336762874740048665e-02 1.554287325560245736e-01 3.442950492559222753e-02
1.181818181818181879e+00 2.474135094349772246e-01 2.923977838777003790e-01 -9.814750787503234708e-02 1.247373658861186119e-01 -2.023869883032583250e-01 -3.624567344966520693e-02 -1.776557300122942329e-01 -1.363680599010409222e-01 -9.707460370713363873e-02 -1.732776710523790120e-01 -5.492995181177732188e-03 -1.608303828151992632e-01 7.210368435576763879e-02 -1.166923461758647557e-01 1.242284384144424492e-01 -5.724860267823199400e-02 1.481489555587160722e-01 4.387209542578552821e-03 1.464206608904275175e-01 5.888294699965163775e-02
1.212121212121212155e+00 2.301007936315979663e-01 2.789100528867854423e-01 -1.079719977463237668e-01 1.046764845437880148e-01 -1.976901214453314348e-01 -5.287921412415030886e-02 -1.606842687070113851e-01 -1.431791480406476857e-01 -7.390902747025517028e-02 -1.681277133916097011e-01 1.722915338919723399e-02 -1.449531171956958131e-01 8.895868344077399736e-02 -9.344508893199270083e-02 1.317695001601448812e-01 -3.094011492606464284e-02 1.450288729328185200e-01 2.942690431741844595e-02 1.331392146227505235e-01 7.894992343852459682e-02
1.242424242424242431e+00 2.136068724198479651e-01 2.653903566428413852e-01 -1.161205403788338059e-01 8.564433650992077374e-02 -1.913613687355577575e-01 -6.733787533142458759e-02 -1.430589699955737704e-01 -1.471862768832547519e-01 -5.162507071961250360e-02 -1.603317952552968106e-01 3.745992636500745238e-02 -1.273619019754044790e-01 1.020601211777069500e-01 -6.998756950427907630e-02 1.349257395964991169e-01 -6.199450506978577621e-03 1.376489307058583189e-01 5.116122482675785482e-02 1.164609487068980626e-01 9.429203014183552833e-02
1.272727272727272707e+00 1.979314123158872896e-01 2.519127065838565604e-01 -1.226847596999301182e-01 6.771853241533136447e-02 -1.836283295872342680e-01 -7.963987865856894666e-02 -1.251081954650019867e-01 -1.485844642776321667e-01 -3.055444547014518272e-02 -1.502889929956111592e-01 5.498718479375425128e-02 -1.086237309850303090e-01 1.114268515845026480e-01 -4.696462642777345792e-02 1.340189828472190536e-01 1.637408020262844793e-02 1.266510226627829694e-01 6.916836774986920289e-02 9.730686664768689598e-02 1.047821354934757587e-01
1.303030303030302983e+00 1.830697647559280383e-01 2.385454510456031796e-01 -1.277621866065246081e-01 5.095938282118993995e-02 -1.747152224183918801e-01 -8.983095542927214960e-02 -1.071349548171186689e-01 -1.475959357682213036e-01 -1.097396636206542445e-02 -1.384087091112050638e-01 6.968133749719464254e-02 -8.928161000896295274e-02 1.171755732611000217e-01 -2.494983747183734599e-02 1.294633473030236959e-01 3.630413474938962159e-02 1.127383670870334975e-01 8.319503603139107029e-02 7.660314941683338263e-02 1.104904030069455978e-01
1.333333333333333481e+00 1.690133154060660114e-01 2.253510872080880523e-01 -1.314548008713847249e-01 3.541050709168885868e-02 -1.648401471244347605e-01 -9.798144645145230591e-02 -8.941399447865490402e-02 -1.444637513789389649e-01 6.895173107304450148e-03 -1.251008204712916183e-01 8.149089007125248640e-02 -6.984288014426090485e-02 1.195085386312085274e-01 -4.435299831765201171e-03 1.217437196492765217e-01 5.324169672606457460e-02 9.664534311802464028e-02 9.315023889273703339e-02 5.524523694347485692e-02 1.116635129958962191e-01
1.363636363636363757e+00 1.557498425497832184e-01 2.123861489315225781e-01 -1.338676332659294033e-01 2.109962532539488844e-02 -1.542126625587686983e-01 -1.041832129367145227e-01 -7.218965433051566238e-02 -1.394455279127935765e-01 2.288684197366178466e-02 -1.107666351621575812e-01 9.043640357225352089e-02 -5.076949504290793891e-02 1.186998938799544989e-01 1.417523035659319121e-02 1.113938936915261357e-01 6.696474403327737357e-02 7.910896782355891776e-02 9.909358787978381211e-02 3.406642787820262502e-02 1.086985459255850467e-01
1.393939393939394034e+00 1.432638800805546564e-01 1.997011661728943788e-01 -1.351074424634799431e-01 8.039506911227093863e-03 -1.430316949876902777e-01 -1.085464316029535747e-01 -5.567447288906079289e-02 -1.328073877567441385e-01 3.688825191109421087e-02 -9.579082127930253765e-02 9.660316250532742510e-02 -3.247036834511424913e-02 1.150811845935317268e-01 3.056990358925378362e-02 9.897513838133362163e-02 7.737364169507049416e-02 6.084293187416105197e-02 1.012190221642978866e-01 1.381187107054776715e-02 1.021131008669709239e-01
1.424242424242424310e+00 1.315370809094688342e-01 1.873406909922737951e-01 -1.352814789886181146e-01 -3.770951389143405250e-03 -1.314837859873138060e-01 -1.111963435824680907e-01 -4.004850634151734673e-02 -1.248182492299255014e-01 4.883721659494476286e-02 -8.053443120489008067e-02 1.001328635468264616e-01 -1.529583477111258819e-02 1.090265430812702996e-01 4.452921828026520229e-02 8.505588433950596328e-02 8.448279768739552775e-02 4.251493161975859747e-02 9.983500194336673850e-02 -4.881483444263975263e-03 9.251325198305486441e-02
1.454545454545454586e+00 1.205485769175922844e-01 1.753433846074069768e-01 -1.344963461477269306e-01 -1.434554502553204818e-02 -1.197416811770059819e-01 -1.122700220805465943e-01 -2.545931394772773734e-02 -1.157445558944497216e-01 5.871854488459932880e-02 -6.532910479439840712e-02 1.012146377513577916e-01 4.657998869281416922e-04 1.009380384676680786e-01 5.592359964836036978e-02 7.019311647512764540e-02 8.840921281322268455e-02 2.472784091178628976e-02 9.534226139911318454e-02 -2.149871006960192565e-02 8.056089963126272790e-02
1.484848484848484862e+00 1.102753319320311787e-01 1.637421595354402459e-01 -1.328569655599861343e-01 -2.370950567155330826e-02 -1.079632546597474457e-01 -1.119132179793180387e-01 -1.202255163594168584e-02 -1.058455235796751659e-01 6.655973102169594757e-02 -5.047249570921105016e-02 1.000757106495338555e-01 1.458970629843403879e-02 9.123162246527406760e-02 6.470845222681813336e-02 5.491594651944217004e-02 8.935861563771378691e-02 8.005066660826832409e-03 8.821021446730616111e-02 -3.565453443915302112e-02 6.694195915443189315e-02
1.515151515151515138e+00 1.006924845754019193e-01 1.525643705687907969e-01 -1.304656526500386493e-01 -3.189819551967038730e-02 -9.629075816583670955e-02 -1.102773359849067575e-01 1.768927681037688754e-04 -9.536896475179519606e-02 7.242610848916074262e-02 -3.622492800074909175e-02 9.697198772846696291e-02 2.691411663942042468e-02 8.032404514151485209e-02 7.091707771585592512e-02 3.971171801086655767e-02 8.760990123769432647e-02 -7.219763249934448707e-03 7.895306194328534366e-02 -4.709504705967451632e-02 5.233666101048374542e-02
1.545454545454545414e+00 9.177367822312086643e-02 1.418320481630049590e-01 -1.274213053015231800e-01 -3.895577638962789691e-02 -8.485037874921629031e-02 -1.075165867021461580e-01 1.108329531189051337e-02 -8.454773085306260816e-02 7.641563278925704583e-02 -2.280725594273095430e-02 9.217882859578620247e-02 3.733823146200718202e-02 6.862104897976399609e-02 7.465188667335946604e-02 2.501487288013722055e-02 8.349858971786462691e-02 -2.060881453592019324e-02 6.810656331169796796e-02 -5.569401381770403003e-02 3.739302358402614435e-02
1.575757575757575690e+00 8.349137569433438821e-02 1.315621677607693440e-01 -1.238187068377869932e-01 -4.493387650217941370e-02 -7.375208451827558465e-02 -1.037853524165844449e-01 2.066809912093867455e-02 -7.359679485031900281e-02 7.865345263937184583e-02 -1.039986980657897804e-02 8.598224308738532107e-02 4.581866709651831460e-02 5.650707912673995359e-02 7.607435069845015774e-02 1.119868829930177438e-02 7.739998994834608459e-02 -3.192196326622551844e-02 5.620631852505818260e-02 -6.144447400666010889e-02 2.270431881269955460e-02
